timestamp_utc,scenario_name,scenario_type,bench_round,metric_group,operation,iteration,table_name,source_site_id,operation_type,duration_ms,query_execution_ms,query_planning_ms,rows_at_bench_start,total_rows_current,rows_affected
2026-04-20T04:15:51.141887+00:00,basic,basic,3,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,11.295,11.295,0.135,1600000,1650000,
2026-04-20T04:15:51.350611+00:00,basic,basic,3,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,3.301,3.301,0.133,1600000,1650000,
2026-04-20T04:15:51.523683+00:00,basic,basic,3,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,1.594,1.594,0.13,1600000,1650000,
2026-04-20T04:15:51.896565+00:00,basic,basic,3,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.112,0.112,0.301,1600000,1650000,
2026-04-20T04:15:52.126153+00:00,basic,basic,3,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,18.214,18.214,0.142,1600000,1650000,
2026-04-20T04:15:52.323929+00:00,basic,basic,3,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,10.739,10.739,0.172,1600000,1650000,
2026-04-20T04:15:52.747937+00:00,basic,basic,3,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,28.045,28.045,0.169,1600000,1650000,
2026-04-20T04:15:52.953393+00:00,basic,basic,3,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,8.311,8.311,0.138,1600000,1650000,
2026-04-20T04:15:53.718283+00:00,basic,basic,3,update,set_integrated_true,1,,,,605.9087,,,1600000,1650000,0
2026-04-20T04:16:12.935336+00:00,basic,basic,4,insert,insert_batch,1,,,,269.4414,,,2150000,2160000,10000
2026-04-20T04:16:13.644743+00:00,basic,basic,4,insert,insert_batch,2,,,,184.1104,,,2150000,2170000,10000
2026-04-20T04:16:14.352794+00:00,basic,basic,4,insert,insert_batch,3,,,,275.8465,,,2150000,2180000,10000
2026-04-20T04:16:15.055770+00:00,basic,basic,4,insert,insert_batch,4,,,,246.9552,,,2150000,2190000,10000
2026-04-20T04:16:15.678444+00:00,basic,basic,4,insert,insert_batch,5,,,,190.8053,,,2150000,2200000,10000
2026-04-20T04:16:16.033870+00:00,basic,basic,4,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,119.947,119.947,0.177,2150000,2200000,
2026-04-20T04:16:16.593313+00:00,basic,basic,4,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,99.05,99.05,0.44,2150000,2200000,
2026-04-20T04:16:17.089115+00:00,basic,basic,4,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,36.732,36.732,0.415,2150000,2200000,
2026-04-20T04:16:17.363052+00:00,basic,basic,4,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,4.1,4.1,0.135,2150000,2200000,
2026-04-20T04:16:17.565310+00:00,basic,basic,4,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,1.737,1.737,0.125,2150000,2200000,
2026-04-20T04:16:17.727275+00:00,basic,basic,4,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.064,0.064,0.13,2150000,2200000,
2026-04-20T04:16:17.927492+00:00,basic,basic,4,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,25.464,25.464,0.127,2150000,2200000,
2026-04-20T04:16:18.138609+00:00,basic,basic,4,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,9.816,9.816,0.128,2150000,2200000,
2026-04-20T04:16:18.351738+00:00,basic,basic,4,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,23.93,23.93,0.191,2150000,2200000,
2026-04-20T04:16:18.572864+00:00,basic,basic,4,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,15.546,15.546,0.179,2150000,2200000,
2026-04-20T04:16:19.616211+00:00,basic,basic,4,update,set_integrated_true,1,,,,830.6848,,,2150000,2200000,0
2026-04-20T04:16:40.155154+00:00,basic,basic,5,insert,insert_batch,1,,,,489.0852,,,2700000,2710000,10000
2026-04-20T04:16:40.829079+00:00,basic,basic,5,insert,insert_batch,2,,,,200.268,,,2700000,2720000,10000
2026-04-20T04:16:41.462046+00:00,basic,basic,5,insert,insert_batch,3,,,,189.9432,,,2700000,2730000,10000
2026-04-20T04:16:42.194107+00:00,basic,basic,5,insert,insert_batch,4,,,,200.2013,,,2700000,2740000,10000
2026-04-20T04:16:43.098417+00:00,basic,basic,5,insert,insert_batch,5,,,,402.2411,,,2700000,2750000,10000
2026-04-20T04:16:43.606676+00:00,basic,basic,5,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,141.502,141.502,0.185,2700000,2750000,
2026-04-20T04:16:43.937041+00:00,basic,basic,5,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,69.707,69.707,0.132,2700000,2750000,
2026-04-20T04:16:44.370289+00:00,basic,basic,5,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,48.666,48.666,0.355,2700000,2750000,
2026-04-20T04:16:44.865978+00:00,basic,basic,5,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,7.342,7.342,0.181,2700000,2750000,
2026-04-20T04:16:45.184450+00:00,basic,basic,5,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,3.015,3.015,0.165,2700000,2750000,
2026-04-20T04:16:45.432139+00:00,basic,basic,5,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.05,0.05,0.124,2700000,2750000,
2026-04-20T04:16:45.700163+00:00,basic,basic,5,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,31.223,31.223,0.13,2700000,2750000,
2026-04-20T04:16:45.947562+00:00,basic,basic,5,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,12.165,12.165,0.137,2700000,2750000,
2026-04-20T04:16:46.232576+00:00,basic,basic,5,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,28.555,28.555,0.124,2700000,2750000,
2026-04-20T04:16:46.476908+00:00,basic,basic,5,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,13.235,13.235,0.153,2700000,2750000,
2026-04-20T04:16:47.598713+00:00,basic,basic,5,update,set_integrated_true,1,,,,873.722,,,2700000,2750000,0
2026-04-20T04:17:12.818506+00:00,basic,basic,6,insert,insert_batch,1,,,,401.0576,,,3250000,3260000,10000
2026-04-20T04:17:13.673230+00:00,basic,basic,6,insert,insert_batch,2,,,,193.0752,,,3250000,3270000,10000
2026-04-20T04:17:14.531819+00:00,basic,basic,6,insert,insert_batch,3,,,,209.7872,,,3250000,3280000,10000
2026-04-20T04:17:15.284862+00:00,basic,basic,6,insert,insert_batch,4,,,,178.7529,,,3250000,3290000,10000
2026-04-20T04:17:16.289339+00:00,basic,basic,6,insert,insert_batch,5,,,,328.7968,,,3250000,3300000,10000
2026-04-20T04:17:16.784048+00:00,basic,basic,6,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,132.65,132.65,0.378,3250000,3300000,
2026-04-20T04:17:17.362293+00:00,basic,basic,6,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,123.097,123.097,0.277,3250000,3300000,
2026-04-20T04:17:17.828728+00:00,basic,basic,6,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,45.774,45.774,0.279,3250000,3300000,
2026-04-20T04:17:18.162371+00:00,basic,basic,6,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,6.76,6.76,0.137,3250000,3300000,
2026-04-20T04:17:18.422744+00:00,basic,basic,6,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,3.362,3.362,0.145,3250000,3300000,
2026-04-20T04:17:18.713580+00:00,basic,basic,6,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.082,0.082,0.164,3250000,3300000,
2026-04-20T04:17:19.074365+00:00,basic,basic,6,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,37.429,37.429,0.131,3250000,3300000,
2026-04-20T04:17:19.425375+00:00,basic,basic,6,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,16.615,16.615,0.154,3250000,3300000,
2026-04-20T04:17:19.781497+00:00,basic,basic,6,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,31.828,31.828,0.147,3250000,3300000,
2026-04-20T04:17:20.099867+00:00,basic,basic,6,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,19.267,19.267,0.137,3250000,3300000,
2026-04-20T04:17:21.854596+00:00,basic,basic,6,update,set_integrated_true,1,,,,1351.8265,,,3250000,3300000,0
2026-04-20T04:17:46.987189+00:00,basic,basic,7,insert,insert_batch,1,,,,485.911,,,3800000,3810000,10000
2026-04-20T04:17:47.795644+00:00,basic,basic,7,insert,insert_batch,2,,,,206.6244,,,3800000,3820000,10000
2026-04-20T04:17:48.607240+00:00,basic,basic,7,insert,insert_batch,3,,,,180.9794,,,3800000,3830000,10000
2026-04-20T04:17:49.400723+00:00,basic,basic,7,insert,insert_batch,4,,,,190.3999,,,3800000,3840000,10000
2026-04-20T04:17:50.288878+00:00,basic,basic,7,insert,insert_batch,5,,,,218.6719,,,3800000,3850000,10000
2026-04-20T04:17:50.828313+00:00,basic,basic,7,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,160.912,160.912,0.312,3800000,3850000,
2026-04-20T04:17:51.233420+00:00,basic,basic,7,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,94.046,94.046,0.144,3800000,3850000,
2026-04-20T04:17:51.716638+00:00,basic,basic,7,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,56.821,56.821,0.372,3800000,3850000,
2026-04-20T04:17:52.338545+00:00,basic,basic,7,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,19.925,19.925,0.326,3800000,3850000,
2026-04-20T04:17:52.710206+00:00,basic,basic,7,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,3.127,3.127,0.134,3800000,3850000,
2026-04-20T04:17:53.012678+00:00,basic,basic,7,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.058,0.058,0.133,3800000,3850000,
2026-04-20T04:17:53.337813+00:00,basic,basic,7,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,35.824,35.824,0.166,3800000,3850000,
2026-04-20T04:17:53.618327+00:00,basic,basic,7,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,16.903,16.903,0.154,3800000,3850000,
2026-04-20T04:17:53.950447+00:00,basic,basic,7,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,41.88,41.88,0.147,3800000,3850000,
2026-04-20T04:17:54.442208+00:00,basic,basic,7,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,24.437,24.437,0.191,3800000,3850000,
2026-04-20T04:17:56.368594+00:00,basic,basic,7,update,set_integrated_true,1,,,,1604.3263,,,3800000,3850000,0
2026-04-20T04:18:21.937462+00:00,basic,basic,8,insert,insert_batch,1,,,,352.3858,,,4350000,4360000,10000
2026-04-20T04:18:22.831332+00:00,basic,basic,8,insert,insert_batch,2,,,,201.5045,,,4350000,4370000,10000
2026-04-20T04:18:23.688875+00:00,basic,basic,8,insert,insert_batch,3,,,,200.7773,,,4350000,4380000,10000
2026-04-20T04:18:24.642957+00:00,basic,basic,8,insert,insert_batch,4,,,,205.9879,,,4350000,4390000,10000
2026-04-20T04:18:25.536097+00:00,basic,basic,8,insert,insert_batch,5,,,,187.004,,,4350000,4400000,10000
2026-04-20T04:18:26.004307+00:00,basic,basic,8,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,138.634,138.634,0.186,4350000,4400000,
2026-04-20T04:18:26.418327+00:00,basic,basic,8,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,102.943,102.943,0.132,4350000,4400000,
2026-04-20T04:18:26.752170+00:00,basic,basic,8,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,30.007,30.007,0.124,4350000,4400000,
2026-04-20T04:18:27.051921+00:00,basic,basic,8,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,7.888,7.888,0.127,4350000,4400000,
2026-04-20T04:18:27.347548+00:00,basic,basic,8,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,3.105,3.105,0.13,4350000,4400000,
2026-04-20T04:18:27.640130+00:00,basic,basic,8,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.061,0.061,0.135,4350000,4400000,
2026-04-20T04:18:28.012295+00:00,basic,basic,8,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,49.005,49.005,0.154,4350000,4400000,
2026-04-20T04:18:28.581923+00:00,basic,basic,8,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,27.968,27.968,0.172,4350000,4400000,
2026-04-20T04:18:29.339614+00:00,basic,basic,8,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,130.438,130.438,0.319,4350000,4400000,
2026-04-20T04:18:29.856254+00:00,basic,basic,8,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,128.195,128.195,0.335,4350000,4400000,
2026-04-20T04:18:31.879424+00:00,basic,basic,8,update,set_integrated_true,1,,,,1611.3035,,,4350000,4400000,0
2026-04-20T04:18:56.027065+00:00,basic,basic,9,insert,insert_batch,1,,,,444.9496,,,4900000,4910000,10000
2026-04-20T04:18:57.188068+00:00,basic,basic,9,insert,insert_batch,2,,,,415.1899,,,4900000,4920000,10000
2026-04-20T04:18:58.245991+00:00,basic,basic,9,insert,insert_batch,3,,,,317.0469,,,4900000,4930000,10000
2026-04-20T04:18:59.210285+00:00,basic,basic,9,insert,insert_batch,4,,,,234.652,,,4900000,4940000,10000
2026-04-20T04:19:00.143870+00:00,basic,basic,9,insert,insert_batch,5,,,,182.0083,,,4900000,4950000,10000
2026-04-20T04:19:00.849798+00:00,basic,basic,9,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,217.426,217.426,0.172,4900000,4950000,
2026-04-20T04:19:01.356632+00:00,basic,basic,9,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,149.373,149.373,0.128,4900000,4950000,
2026-04-20T04:19:01.762159+00:00,basic,basic,9,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,26.159,26.159,0.125,4900000,4950000,
2026-04-20T04:19:02.170859+00:00,basic,basic,9,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,11.617,11.617,0.132,4900000,4950000,
2026-04-20T04:19:02.543162+00:00,basic,basic,9,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,3.977,3.977,0.146,4900000,4950000,
2026-04-20T04:19:02.887983+00:00,basic,basic,9,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.054,0.054,0.127,4900000,4950000,
2026-04-20T04:19:03.289139+00:00,basic,basic,9,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,49.998,49.998,0.139,4900000,4950000,
2026-04-20T04:19:03.658425+00:00,basic,basic,9,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,25.558,25.558,0.128,4900000,4950000,
2026-04-20T04:19:04.118863+00:00,basic,basic,9,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,94.589,94.589,0.147,4900000,4950000,
2026-04-20T04:19:04.638389+00:00,basic,basic,9,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,42.297,42.297,1.165,4900000,4950000,
2026-04-20T04:19:06.751039+00:00,basic,basic,9,update,set_integrated_true,1,,,,1757.7,,,4900000,4950000,0
2026-04-20T04:19:26.460034+00:00,basic,basic,10,insert,insert_batch,1,,,,239.8654,,,5450000,5460000,10000
2026-04-20T04:19:27.353016+00:00,basic,basic,10,insert,insert_batch,2,,,,172.4343,,,5450000,5470000,10000
2026-04-20T04:19:28.394306+00:00,basic,basic,10,insert,insert_batch,3,,,,268.5042,,,5450000,5480000,10000
2026-04-20T04:19:29.314021+00:00,basic,basic,10,insert,insert_batch,4,,,,210.3902,,,5450000,5490000,10000
2026-04-20T04:19:30.243540+00:00,basic,basic,10,insert,insert_batch,5,,,,182.7312,,,5450000,5500000,10000
2026-04-20T04:19:30.816238+00:00,basic,basic,10,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,198.646,198.646,0.362,5450000,5500000,
2026-04-20T04:19:31.285864+00:00,basic,basic,10,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,116.081,116.081,0.149,5450000,5500000,
2026-04-20T04:19:31.697705+00:00,basic,basic,10,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,26.535,26.535,0.134,5450000,5500000,
2026-04-20T04:19:32.100639+00:00,basic,basic,10,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,11.63,11.63,0.122,5450000,5500000,
2026-04-20T04:19:32.429631+00:00,basic,basic,10,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,4.78,4.78,0.128,5450000,5500000,
2026-04-20T04:19:32.786471+00:00,basic,basic,10,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,DELETE,0.055,0.055,0.127,5450000,5500000,
2026-04-20T04:19:33.209189+00:00,basic,basic,10,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,UPSERT,63.325,63.325,0.137,5450000,5500000,
2026-04-20T04:19:33.622118+00:00,basic,basic,10,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,3,DELETE,27.387,27.387,0.131,5450000,5500000,
2026-04-20T04:19:34.117101+00:00,basic,basic,10,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,UPSERT,125.845,125.845,0.13,5450000,5500000,
2026-04-20T04:19:34.594219+00:00,basic,basic,10,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,34,DELETE,56.784,56.784,0.13,5450000,5500000,
2026-04-20T04:19:50.490069+00:00,basic,basic,10,update,set_integrated_true,1,,,,15470.7303,,,5450000,5500000,500000
2026-04-20T04:20:29.363537+00:00,basic,basic,11,insert,insert_batch,1,,,,618.0989,,,6000000,6010000,10000
2026-04-20T04:20:30.483496+00:00,basic,basic,11,insert,insert_batch,2,,,,256.9974,,,6000000,6020000,10000
2026-04-20T04:20:31.681194+00:00,basic,basic,11,insert,insert_batch,3,,,,175.0149,,,6000000,6030000,10000
2026-04-20T04:20:32.980803+00:00,basic,basic,11,insert,insert_batch,4,,,,291.0348,,,6000000,6040000,10000
2026-04-20T04:20:34.188344+00:00,basic,basic,11,insert,insert_batch,5,,,,198.4313,,,6000000,6050000,10000
2026-04-20T04:20:34.975188+00:00,basic,basic,11,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,UPSERT,243.472,243.472,0.307,6000000,6050000,
2026-04-20T04:20:35.681889+00:00,basic,basic,11,query,query_by_table_source,1,tbl_3b85d0a31ba742a081334137d2db7dd4,3,DELETE,104.354,104.354,0.143,6000000,6050000,
2026-04-20T04:20:36.238496+00:00,basic,basic,11,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,UPSERT,32.056,32.056,0.145,6000000,6050000,
2026-04-20T04:20:36.733489+00:00,basic,basic,11,query,query_by_table_source,1,tbl_ba6caf884af54241a0e904e6a03f2668,34,DELETE,30.778,30.778,0.349,6000000,6050000,
2026-04-20T04:20:37.245513+00:00,basic,basic,11,query,query_by_table_source,1,tbl_a59ca059560f4e8a929a4be2c9e9be34,1000,UPSERT,4.634,4.634,0.12,6000000,6050000,
